"UC_0773"	"NN_0141"	"NN_0155"	"UC_0854"	"UC_0387"	"UC_0366"	"UC_0703"	"UC_0288"	"UC_0912"	"UC_0895"	"NN_0809"	"NN_0681"	"NN_0762"	"NN_0643"	"UC_0297"	"NN_0477"	"NN_0504"	"NN_0662"	"UC_0765"	"UC_0524"	"UC_0423"	"UC_0426"	"UC_0157"	"UC_0508"	"UC_0813"	"UC_0994"
"chr18.48781"	1	0.9375	0.857142857142857	0.823529411764706	0	0.75	0.4	0.814814814814815	1	0.727272727272727	0.789473684210526	1	1	1	0.8	1	1	1	0.9375	0.9	1	0.944444444444444	0.947368421052632	1	0.785714285714286	1
"chr18.48808"	1	0.833333333333333	0.777777777777778	0.538461538461538	0	0.714285714285714	1	0.904761904761905	1	0.714285714285714	1	1	0.777777777777778	1	1	0.888888888888889	1	1	0.9375	0.818181818181818	1	0.928571428571429	1	1	0.666666666666667	0.914285714285714
"chr18.48813"	1	0.888888888888889	1	0.888888888888889	0	0.857142857142857	0.897222222222222	0.944444444444444	1	0.333333333333333	1	1	0.777777777777778	1	0.904761904761905	1	0.857142857142857	1	0.933333333333333	0.7	1	0.818181818181818	0.875	1	0.782539682539683	0.950396825396825
"chr18.48818"	0.714285714285714	0.777777777777778	0.75	0.888888888888889	0	1	0.870039682539683	0.9375	0.857142857142857	0.8	1	1	0.888888888888889	1	0.922222222222222	1	1	0.894736842105263	1	0.8	1	1	0.777777777777778	0.833333333333333	0.925277777777778	1
"chr18.48821"	0.857142857142857	0.857142857142857	1	0.875	0	1	0.946428571428572	1	1	1	1	1	1	0.857142857142857	0.946428571428571	1	1	1	0.75	1	1	0.928571428571429	0.857142857142857	1	1	1
"chr18.49506"	0.2	0.773928571428571	0.764285714285714	0.834077380952381	0	0.604691142191142	0.833333333333333	0.533333333333333	0.6	0.538461538461538	0.777777777777778	0.75	0.916666666666667	1	0.857142857142857	0.692307692307692	0.817261904761905	0.5625	0.363636363636364	0.56	0.76	0.363636363636364	1	0.857142857142857	0.75	0.833333333333333
"chr18.49509"	1	0.938888888888889	0.898611111111111	0.8	0	0.841919191919192	0.833333333333333	0.777777777777778	0.884742158426369	0.7	1	0.9	0.916666666666667	1	0.857142857142857	1	0.963333333333333	1	1	0.736842105263158	0.898611111111111	0.909090909090909	1	1	0.916666666666667	0.833333333333333
"chr18.49521"	0.4	0.809150326797386	0.861111111111111	0.8	0	0.75	0.666666666666667	0.777777777777778	0.852941176470588	0.75	0.888888888888889	1	0.666666666666667	0.777777777777778	0.5	1	0.85359477124183	0.823529411764706	1	0.764705882352941	0.805555555555556	0.833333333333333	1	1	0.75	0.75
"chr18.49530"	0.6	0.857544677544677	0.891375291375291	0.8	0	0.918803418803419	1	0.733333333333333	0.849166666666667	0.833333333333333	1	1	0.923076923076923	0.888888888888889	0.833333333333333	0.888888888888889	0.910878010878011	0.833333333333333	0.7	0.8125	0.886324786324786	1	1	0.909090909090909	0.875	0.75
"chr18.49591"	0.275	0.192307692307692	0.6	0	0	0.596828609986505	0	0.5	0.614202172096909	0.75	0.444444444444444	0.588235294117647	0.461538461538462	0	0	0.521739130434783	0.416666666666667	0	0.714285714285714	0.833333333333333	0	0.578947368421053	0	0	0.647058823529412	0.312745098039216
"chr18.49608"	0.89234068627451	0.853342245989305	1	0.933333333333333	0	0.848614348614349	0.666666666666667	0.8125	0.913207070707071	0.692307692307692	1	1	0.909090909090909	0.909090909090909	1	0.75	1	0.823529411764706	0.9	0.909090909090909	0.907670454545455	0.944444444444444	1	0.8125	1	0.906818181818182
"chr18.49609"	0.890909090909091	0.545454545454545	1	1	0	0.803030303030303	0.956439393939394	0.909090909090909	0.819753404490246	1	0.8	1	0.916666666666667	1	0.983333333333333	0.833333333333333	1	1	0.947368421052632	0.692307692307692	0.866666666666667	0.75	1	1	0.931818181818182	1
"chr18.49610"	0.847140522875817	0.87756981580511	0.9	0.75	0	0.922077922077922	0.777777777777778	0.794117647058823	0.891790562378798	0.857142857142857	0.857142857142857	1	0.909090909090909	0.916666666666667	1	0.769230769230769	0.954545454545455	0.944444444444444	1	0.807692307692308	1	1	1	0.823529411764706	0.947368421052632	0.887245520217656
"chr18.49615"	0.814565826330532	0.869985994397759	0.7	0.9	0	0	0.7	0.705882352941177	0.6	0.625	0.866666666666667	0.962962962962963	0.9	0.916666666666667	0.8	0.928571428571429	1	0.952380952380952	0.791666666666667	0.826086956521739	0.5	0.85	1	0.875	0.95	0.889509803921569
"chr18.49616"	0.877777777777778	0.777777777777778	0.833333333333333	1	0	0.678819444444445	0.798611111111111	0.777777777777778	0.707023809523809	0.666666666666667	0.8	0.846153846153846	0.583333333333333	1	0.916666666666667	0.384615384615385	1	1	0.555555555555556	0.714285714285714	0.8	0.6875	0.833333333333333	1	0.682478632478632	0.8
"chr18.49625"	0.833333333333333	0.930778870252555	1	0.954545454545455	0	0.666666666666667	0.727272727272727	0.871794871794872	0.333333333333333	0.941176470588235	0.473684210526316	1	0.923076923076923	1	0.928571428571429	0.90625	0.84375	0.964285714285714	0.416666666666667	0.692307692307692	1	0.227272727272727	1	0.894736842105263	1	0.922056342780027
"chr18.49626"	0.915	1	0.875	1	0	0.763157894736842	0.889285714285714	0.7	0.231267056530214	1	0.2	0.944444444444444	1	1	0.833333333333333	0.933333333333333	0.818181818181818	1	0.148148148148148	0.0555555555555556	0.857142857142857	0.0526315789473684	0.857142857142857	0.9375	0.875	1
"chr18.49632"	0.875	0.666666666666667	0.583333333333333	0.909090909090909	0	0.428571428571429	0.9	0.930232558139535	0.8	0.789473684210526	1	1	1	0.846153846153846	0.9375	1	1	0.966666666666667	0.916666666666667	0.923076923076923	1	0.95	0.888888888888889	0.894736842105263	1	0.934224649279729
"chr18.49633"	0.98	1	1	1	0	0.912037037037037	0.902083333333333	0.9	0.92010582010582	1	1	1	0.833333333333333	0.916666666666667	1	0.941176470588235	1	1	0.933333333333333	0.952380952380952	0.857142857142857	0.814814814814815	0.875	0.91304347826087	1	1
"chr18.49638"	0	0.333333333333333	0.357142857142857	0.172413793103448	0	0.333333333333333	0.3	0.642857142857143	0.833333333333333	0.611111111111111	0.684210526315789	0.611111111111111	0.555555555555556	0.461538461538462	0.1875	0.972972972972973	0.517241379310345	0.354838709677419	0.72	0.923076923076923	1	0.888888888888889	0.111111111111111	0.210526315789474	0.9	0.546432659899085
"chr18.49652"	0.571428571428571	1	1	0.857142857142857	0	1	0.777777777777778	0.9	0.833333333333333	0.789473684210526	0.882352941176471	0.882352941176471	0.916666666666667	0.928571428571429	0.823529411764706	0.891891891891892	0.96969696969697	1	0.739130434782609	0.95	1	0.769230769230769	1	0.9375	0.75	0.89715367965368
"chr18.49653"	0.762732919254658	0.5	0.857142857142857	1	1	0.747022624434389	1	0.5	1	0.769230769230769	0.923076923076923	0.882352941176471	0.76	1	1	0.904761904761905	0.842105263157895	0.956521739130435	0.829268292682927	0.769230769230769	0.941176470588235	0.705882352941177	1	0.84375	0.807692307692308	0.777777777777778
"chr18.49654"	0.5	0.8	1	0.909090909090909	0	1	0.888888888888889	0.926829268292683	0.833333333333333	0.904761904761905	0.933333333333333	0.967741935483871	1	1	0.833333333333333	0.805555555555556	0.96969696969697	1	0.909090909090909	0.95	1	0.833333333333333	1	1	0.857142857142857	0.950733819026502
"chr18.49655"	0.894728800611154	0.818181818181818	1	0.941176470588235	0.833333333333333	1	0.6	0.714285714285714	0.8	0.846153846153846	0.923076923076923	0.882352941176471	0.875	1	0.8	0.958333333333333	0.842105263157895	1	0.844444444444444	0.857142857142857	1	0.96875	1	0.935483870967742	0.967741935483871	0.777777777777778
"chr18.49674"	0.857142857142857	0.866428571428571	0.888888888888889	0.870967741935484	0	0.858333333333333	1	0.964285714285714	0.8	0.866666666666667	1	0.96	0.933333333333333	0.875	1	0.952380952380952	1	0.892857142857143	1	0.941176470588235	1	0.833333333333333	0.777777777777778	0.666666666666667	0.8125	0.863690476190476
"chr18.49675"	1	0.894736842105263	0.933333333333333	1	0.833333333333333	0.888888888888889	1	0.894736842105263	1	0.952380952380952	0.909090909090909	0.928571428571429	0.90625	0.956521739130435	0.625	0.962962962962963	0.923076923076923	1	0.978260869565217	0.853658536585366	1	1	0.826086956521739	0.916666666666667	0.916666666666667	0.72
"chr18.49742"	0.923076923076923	1	0.75	0.894736842105263	0	0.666666666666667	0.75737101374125	0.620689655172414	0.857142857142857	0.666666666666667	0.909090909090909	0.777777777777778	0.7	0.75	0.636363636363636	0.85	0.875	0.821428571428571	0.6	0.692307692307692	0.74112205801861	0.714285714285714	0.714285714285714	0.625	0.742471264367816	0.717672413793103
"chr18.49743"	0.857142857142857	0.736842105263158	0.961538461538462	0.625	0.533333333333333	0.631578947368421	0.818181818181818	0.814814814814815	0.6	0.666666666666667	0.842105263157895	0.576923076923077	0.75	0.846153846153846	1	0.806451612903226	0.829268292682927	0.931034482758621	0.714285714285714	0.659090909090909	1	0.7	1	0.863636363636364	0.666666666666667	0.75
"chr18.49749"	0.8	0.875	0.818181818181818	0.888888888888889	0	0.375	0.777367268746579	0.724137931034483	0.666666666666667	0.666666666666667	1	0.82051282051282	0.75	0.714285714285714	0.642857142857143	0.842105263157895	0.771428571428571	0.703703703703704	0.636363636363636	0.714285714285714	0.8	0.666666666666667	0.857142857142857	0.7	0.750867686457523	0.727463054187192
"chr18.73022"	0.6	1	0.777777777777778	0.75	0.667179487179487	0.833333333333333	0.4	0.681818181818182	0	0.5	0.857142857142857	0.722222222222222	0.727272727272727	0.6	0.738608058608059	0.823529411764706	1	0.947368421052632	0.769230769230769	0.8	1	0.666666666666667	0.8	0.916666666666667	0.833333333333333	0.888888888888889
"chr18.73037"	0.615384615384615	0.916666666666667	0.75	0.8	0.666666666666667	0.875	0.769230769230769	0.851851851851852	0.8	0.888888888888889	0.611111111111111	0.583333333333333	0.909090909090909	0.833333333333333	0.5	0.833333333333333	0.684210526315789	0.722222222222222	0.380952380952381	0.692307692307692	0.909090909090909	0.916666666666667	0.888888888888889	0.846153846153846	0.866666666666667	0.80952380952381
"chr18.73038"	0.8	1	1	0.818181818181818	0.54031746031746	0.642564102564102	0.5	0.958333333333333	0	0.4	0.846153846153846	0.75	0.818181818181818	0.4	0.622881562881563	0.928571428571429	0.705882352941177	0.923076923076923	0.357142857142857	0.8	0.714285714285714	0.444444444444444	0.666666666666667	0.727272727272727	0.222222222222222	0.666666666666667
"chr18.73063"	0.875	0.9	0.714285714285714	0.619047619047619	0.686462450592885	0.8	0.375	0.777777777777778	0	0.739130434782609	0.727272727272727	0.235294117647059	0.8	0.857142857142857	0.727272727272727	0.625	0.75	0.705882352941177	0.6	0.75	0.916666666666667	0.818181818181818	0.933333333333333	0.571428571428571	0.8	1
"chr18.73064"	0.857142857142857	0.822610722610723	0.857142857142857	1	0.781547619047619	0.872619047619048	0.857142857142857	0.941176470588235	0	0.8	0.833333333333333	0.80952380952381	1	0.857142857142857	0.739331501831502	0.875	0.666666666666667	0.833333333333333	0.6875	0.8	1	0.857142857142857	0.461538461538462	0.818181818181818	0.6	1
"chr18.73067"	0.857142857142857	1	0.714285714285714	0.857142857142857	0.768230576441103	0.766	0.285714285714286	0.814814814814815	0	0.88	0.95	0.45	0.8	0.625	0.454545454545455	0.833333333333333	0.894736842105263	0.823529411764706	0.842105263157895	0.833333333333333	1	0.833333333333333	1	0.857142857142857	0.333333333333333	0.857142857142857
"chr18.73068"	0.857142857142857	1	1	0.777777777777778	0.916666666666667	0.941558441558442	0.928571428571429	0.888888888888889	0	1	0.909090909090909	0.666666666666667	1	0.6	0.853246753246753	0.888888888888889	0.833333333333333	0.909090909090909	0.666666666666667	1	1	1	0.833333333333333	0.416666666666667	0.8	1
"chr18.73070"	0.888888888888889	1	1	0.652173913043478	0.798291182501709	0.75537518037518	0.285714285714286	0.888888888888889	0	0.863636363636364	0.863636363636364	0.7	0.833333333333333	0.75	0.6	0.833333333333333	0.65	0.75	0.842105263157895	1	1	1	0.666666666666667	1	0.6	0.875
"chr18.73071"	0.9	1	1	0.75	0.808479532163743	1	0.892592592592592	0.9	0	0.666666666666667	0.714285714285714	0.736842105263158	1	0.833333333333333	0.819640768588137	0.818181818181818	1	0.833333333333333	0.789473684210526	0.5	0.833333333333333	0.777777777777778	0.916666666666667	0.75	1	1
"chr18.73073"	0.8	1	1	0.833333333333333	0.794597402597403	0.732952380952381	0.285714285714286	0.777777777777778	0	0.96	0.619047619047619	0.555555555555556	0.818181818181818	0.625	0.5	0.833333333333333	0.857142857142857	0.692307692307692	0.727272727272727	0.8	1	1	0.615384615384615	0.571428571428571	0.765128205128205	1
"chr18.73074"	0.888888888888889	1	0.75	0.909090909090909	0.825877192982456	0.8	0.862962962962963	0.75	0	0.666666666666667	0.666666666666667	0.842105263157895	1	0.666666666666667	0.76575225943647	0.666666666666667	0.833333333333333	1	0.736842105263158	0.333333333333333	0.875	0.9	0.636363636363636	0.611111111111111	1	0.5
"chr18.73079"	0.857142857142857	0.909090909090909	1	0.842105263157895	0.733088023088023	0.789751552795031	0.428571428571429	0.92	0	0.75	0.91304347826087	0.588235294117647	0.727272727272727	0.875	1	0.8	0.666666666666667	0.714285714285714	0.8	0.727272727272727	0.909090909090909	0.777777777777778	0.75	0.777777777777778	0.428571428571429	1
"chr18.73080"	0.777777777777778	1	0.571428571428571	1	0.785	0.8	0.5	0.882352941176471	0	0.625	0.857142857142857	0.769230769230769	0.909090909090909	0.875	0.82031746031746	0.888888888888889	1	0.8	0.8	0.907899159663865	0.888888888888889	1	0.666666666666667	0.8	0.666666666666667	1
"chr18.73081"	0.857142857142857	0.636363636363636	1	0.833333333333333	0.705050505050505	0.759307359307359	0.428571428571429	0.875	0	0.904761904761905	0.772727272727273	0.473684210526316	0.818181818181818	0.739974937343358	0.857142857142857	0.8	0.684210526315789	0.642857142857143	0.666666666666667	0.75	0.833333333333333	0.888888888888889	0.909090909090909	1	0.747514619883041	0.833333333333333
"chr18.73082"	0.888888888888889	1	0.833333333333333	1	0.719264069264069	0.4	0.5	0.9375	0	0.75	0.714285714285714	0.857142857142857	0.909090909090909	0.625	0.756565656565657	0.888888888888889	0.714285714285714	0.933333333333333	0.619047619047619	0.859880952380953	0.9	0.727272727272727	0.833333333333333	0.636363636363636	0.5	1
"chr18.73098"	0.8	0.833333333333333	0.7	0.5	0.627017543859649	0.648842105263158	0.333333333333333	0.555555555555556	0	0.684210526315789	0.76	0.333333333333333	0.7	0.555555555555556	0.777777777777778	0.5	0.619047619047619	0.222222222222222	0.684210526315789	0.6875	0.933333333333333	0.6	0.714285714285714	0.818181818181818	0.5	0.666666666666667
"chr18.73099"	0.363636363636364	0.5	0.666666666666667	0.555555555555556	0.532851540616247	0.428571428571429	0.333333333333333	0.684210526315789	0	0.428571428571429	0.578947368421053	0.266666666666667	0.933333333333333	0.4	0.568987334646777	0.642857142857143	0.75	0.952380952380952	0.52	0.8	0.923076923076923	0.882352941176471	0.5	0.535714285714286	1	0.625
"chr18.73117"	1	0.9	0.928571428571429	0.714285714285714	0.731569517439083	0.666666666666667	0.853205128205128	0.785714285714286	0.666666666666667	0.571428571428571	0.846153846153846	0.666666666666667	1	0.9	0.9	0.571428571428571	0.974358974358974	0.285714285714286	0.608695652173913	0.6875	0.714285714285714	0.846153846153846	0.866666666666667	0.823529411764706	1	0.625
"chr18.73118"	0.583333333333333	1	1	0.875	0.808333333333333	0.8	0.75	0.75	0.857142857142857	0.625	0.869565217391304	0.8125	0.857142857142857	0.333333333333333	0.8	0.8	0.916666666666667	0.941176470588235	0.666666666666667	0.857142857142857	0.928571428571429	1	0.866666666666667	0.964285714285714	0.76	0.862008281573499
"chr18.73147"	0.714285714285714	0.777777777777778	0.642857142857143	0.5	0.444444444444444	0.583333333333333	0.5	0.517241379310345	0	0.48	0.533333333333333	0.653846153846154	0.923076923076923	0.428571428571429	0.555555555555556	0.545454545454545	0.682926829268293	0.533333333333333	0.461538461538462	0.785714285714286	0.517241379310345	0.470588235294118	0.368421052631579	0.466666666666667	0.529411764705882	0.522727272727273
"chr18.73148"	0.375	0.333333333333333	0.7	0.533333333333333	0.399278499278499	0.4	0.5	0.527777777777778	0.555555555555556	0.142857142857143	0.75	0.423076923076923	0.4	0.5	0.75	0.594594594594595	0.761904761904762	0.634146341463415	0.611111111111111	0.666666666666667	0.5	0.409090909090909	0.44	0.34375	0.727272727272727	0.72
"chr18.73153"	0.833333333333333	0.888888888888889	1	0.882352941176471	0.857142857142857	0.692307692307692	0.7	0.896551724137931	0	0.92	0.916666666666667	0.793103448275862	0.958333333333333	1	0.909090909090909	1	0.904761904761905	0.9375	0.789473684210526	0.851851851851852	0.896551724137931	0.935483870967742	0.888888888888889	0.758620689655172	0.956521739130435	0.6
"chr18.73154"	1	1	1	1	0.920952380952381	1	0.7	1	0.888888888888889	1	0.827586206896552	0.75	0.861111111111111	0.96	0.933333333333333	0.925	1	0.894736842105263	1	0.909090909090909	1	0.904761904761905	0.863636363636364	0.931034482758621	0.828571428571429	0.916666666666667
"chr18.73159"	0.888888888888889	0.666666666666667	0.941176470588235	0.736842105263158	0.888888888888889	0.928571428571429	0.7	0.96551724137931	0	0.892857142857143	0.827586206896552	0.862068965517241	0.961538461538462	1	0.777777777777778	0.857142857142857	0.978260869565217	0.75	0.866666666666667	0.88	0.892857142857143	0.727272727272727	0.944444444444444	0.870967741935484	0.814814814814815	0.638297872340426
"chr18.73160"	0.875	0.647058823529412	1	1	0.792745098039216	0.9	0.9	0.930232558139535	0.888888888888889	0.714285714285714	0.933333333333333	0.807692307692308	0.857142857142857	1	0.647058823529412	0.875	0.758620689655172	0.972972972972973	0.952380952380952	0.9	0.866666666666667	0.75	0.833333333333333	0.862068965517241	0.882352941176471	0.92
"chr18.73175"	0.666666666666667	0.6	0.95	0.714285714285714	0.888888888888889	0.533333333333333	0.555555555555556	0.838709677419355	0	0.75	0.821428571428571	0.821428571428571	0.714285714285714	0.75	0.733333333333333	0.882352941176471	0.906976744186046	0.772727272727273	0.617021276595745	0.888888888888889	0.7	0.676470588235294	0.55	0.655172413793103	0.82051282051282	0.619047619047619
"chr18.73189"	0.285714285714286	0.4	0.666666666666667	0.558823529411765	0.333333333333333	0.4375	0.3	0.694444444444444	0	0.444444444444444	0.548387096774194	0.357142857142857	0.774193548387097	0.5	0.714285714285714	0.4	0.604651162790698	0.681818181818182	0.339622641509434	0.766666666666667	0.368421052631579	0.451612903225806	0.478260869565217	0.580645161290323	0.555555555555556	0.317073170731707
"chr18.73190"	0.470588235294118	0.476190476190476	0.862068965517241	0.5	0.447499036727648	0.75	0.466666666666667	0.558139534883721	0	0.461538461538462	0.5625	0.321428571428571	0.647058823529412	0.757575757575758	0.352941176470588	0.487179487179487	0.432432432432432	0.622641509433962	0.354838709677419	0.458333333333333	0.652173913043478	0.478260869565217	0.423076923076923	0.416666666666667	0.540540540540541	0.37037037037037
"chr18.73211"	0.714285714285714	0.444444444444444	0.642857142857143	0.733333333333333	0.5	0.4375	0.428571428571429	0.636363636363636	0	0.484848484848485	0.5	0.333333333333333	0.689655172413793	0.615384615384615	0.666666666666667	0.8	0.735294117647059	0.608695652173913	0.340425531914894	0.852941176470588	0.214285714285714	0.5	0.608695652173913	0.461538461538462	0.54	0.583333333333333
"chr18.73212"	1	0.652173913043478	0.928571428571429	0.625	0.624083850931677	0.454545454545455	0.6875	0.564102564102564	0.666666666666667	0.5	0.740740740740741	0.533333333333333	0.461538461538462	0.64	0.588235294117647	0.714285714285714	0.558823529411765	0.654545454545455	0.628571428571429	0.625	0.588235294117647	0.652173913043478	0.0714285714285714	0.576923076923077	0.4375	0.333333333333333
"chr18.73246"	0.5	0.333333333333333	0.928571428571429	0.846153846153846	0.545454545454545	0.384615384615385	0.479763986013986	0.857142857142857	0	0.476190476190476	0.461538461538462	0.645161290322581	0.954545454545455	0.8	0.25	0.85	1	0.8125	0.46875	0.833333333333333	0.5	0.71875	0.647058823529412	0.571428571428571	0.641025641025641	0.789473684210526
"chr18.73247"	0.8	0.5	0.941176470588235	0.730769230769231	0.460658569500675	0.384615384615385	0.461538461538462	0.82051282051282	0	0.333333333333333	0.619047619047619	0.53125	0.428571428571429	0.692307692307692	0.555555555555556	0.631578947368421	0.62962962962963	0.760869565217391	0.64	0.823529411764706	0.5	0.368421052631579	0.714285714285714	0.76	0.65	0.642857142857143
"chr18.73249"	0.571428571428571	0.333333333333333	0.846153846153846	0.666666666666667	0.636363636363636	0.615384615384615	0.560334289366547	0.777777777777778	0	0.454545454545455	0.481481481481481	0.78125	0.857142857142857	0.727272727272727	0.333333333333333	0.80952380952381	0.925925925925926	0.8125	0.416666666666667	0.758620689655172	0.3	0.645161290322581	0.647058823529412	0.476190476190476	0.617647058823529	0.789473684210526
"chr18.73250"	0.8	0.428571428571429	0.941176470588235	0.8	0.2	0.333333333333333	0.4	0.785714285714286	0	0.411764705882353	0.736842105263158	0.53125	0.487179487179487	0.62962962962963	0.578947368421053	0.558139534883721	0.592592592592593	0.652173913043478	0.576923076923077	0.736842105263158	0.6	0.315789473684211	0.533333333333333	0.52	0.647058823529412	0.8
"chr18.73256"	0.666666666666667	0.333333333333333	0.857142857142857	0.72	0.375	0.615384615384615	0.534007659007659	0.8	0	0.333333333333333	0.375	0.46875	0.941176470588235	0.636363636363636	0.285714285714286	0.9	0.78125	0.733333333333333	0.547619047619048	0.791666666666667	0.454545454545455	0.727272727272727	0.705882352941177	0.55	0.678571428571429	0.5
"chr18.73257"	0.5	0.384615384615385	0.9	0.774193548387097	0.333333333333333	0.272727272727273	0.4375	0.682926829268293	0	0.235294117647059	0.631578947368421	0.407407407407407	0.571428571428571	0.538461538461538	0.444444444444444	0.682926829268293	0.592592592592593	0.431818181818182	0.666666666666667	0.631578947368421	0.466666666666667	0.5	0.352941176470588	0.708333333333333	0.6875	0.5
"chr18.73258"	0.666666666666667	1	0.928571428571429	0.708333333333333	0.5	0.545454545454545	0.546590909090909	0.769230769230769	0	0.470588235294118	0.304347826086957	0.517241379310345	0.882352941176471	0.909090909090909	0.333333333333333	0.736842105263158	0.625	0.5	0.547619047619048	0.826086956521739	0.565217391304348	0.6875	0.777777777777778	0.714285714285714	0.652173913043478	0.7
"chr18.73259"	0.666666666666667	0.461538461538462	0.75	0.8	0.5	0.5	0.529411764705882	0.675	0	0.222222222222222	0.65	0.413793103448276	0.452380952380952	0.714285714285714	0.473684210526316	0.634146341463415	0.481481481481481	0.533333333333333	0.703703703703704	0.80952380952381	0.533333333333333	0.45	0.555555555555556	0.458333333333333	0.4375	0.5
"chr18.73262"	0.666666666666667	1	0.846153846153846	0.608695652173913	0.75	0.454545454545455	0.536823069403715	0.791666666666667	0.4	0.533333333333333	0.333333333333333	0.535714285714286	1	0.909090909090909	0.2	0.842105263157895	0.9	0.583333333333333	0.625	0.708333333333333	0.538461538461538	0.612903225806452	0.833333333333333	0.578947368421053	0.571428571428571	0.592592592592593
"chr18.73263"	1	0.541666666666667	0.761904761904762	0.903225806451613	0.5	0.416666666666667	0.588235294117647	0.829268292682927	0	0.277777777777778	0.473684210526316	0.533333333333333	0.395348837209302	0.703703703703704	0.526315789473684	0.707317073170732	0.6	0.511627906976744	0.884615384615385	0.777777777777778	0.45	0.6	0.647058823529412	0.521739130434783	0.625	0.6
"chr18.73264"	0.666666666666667	0.666666666666667	0.916666666666667	0.695652173913043	0.75	0.444444444444444	0.2	0.68	0	0.611111111111111	0.217391304347826	0.481481481481481	1	0.727272727272727	0.579947794919744	0.736842105263158	0.875	0.636363636363636	0.625	0.666666666666667	0.5	0.612903225806452	0.777777777777778	0.578947368421053	0.619047619047619	0.576923076923077
"chr18.73265"	0.714285714285714	0.423076923076923	0.7	0.933333333333333	0.2	0.333333333333333	0.5	0.707317073170732	0	0.263157894736842	0.65	0.433333333333333	0.431818181818182	0.555555555555556	0.631578947368421	0.55	0.645161290322581	0.547619047619048	0.807692307692308	0.894736842105263	0.5	0.473684210526316	0.529411764705882	0.5	0.466666666666667	0.75
