chr	pos	UC_0773	NN_0141	NN_0155	UC_0854	UC_0387	UC_0366	UC_0703	UC_0288	UC_0912	UC_0895	NN_0809	NN_0681	NN_0762	NN_0643	UC_0297	NN_0477	NN_0504	NN_0662	UC_0765	UC_0524	UC_0423	UC_0426	UC_0157	UC_0508	UC_0813	UC_0994
chr18	48666	0.666666666666667	0.833333333333333	1	0.964285714285714	0.818181818181818	0.666666666666667	1	0.8	0.888888888888889	0.583333333333333	0.866666666666667	0.9	0.864864864864865	0.933333333333333	0.846153846153846	0.833333333333333	0.87719298245614	0.739130434782609	0.84	0.928571428571429	0.833333333333333	0.928571428571429	0.863636363636364	0.846153846153846	0.875	0.954545454545455
chr18	48709	0.875	0.444444444444444	0.875	0.714285714285714	.	0.4	0.666666666666667	0.8	.	0.8	1	0.9375	0.8	0.857142857142857	0.833333333333333	1	0.75	0.846153846153846	0.9375	0.681818181818182	.	0.666666666666667	0.857142857142857	0.875	0.777777777777778	0.764705882352941
chr18	48710	0.714285714285714	0.75	0.789473684210526	0.896551724137931	0.545454545454545	0.75	0.666666666666667	0.630434782608696	0.666666666666667	0.5	0.571428571428571	0.894736842105263	0.851851851851852	0.833333333333333	0.785714285714286	0.6	0.862745098039216	0.818181818181818	0.823529411764706	0.862068965517241	1	0.708333333333333	0.684210526315789	0.692307692307692	0.620689655172414	0.766666666666667
chr18	48727	0.9	1	0.625	1	1	1	.	1	1	0.888888888888889	0.777777777777778	0.75	0.888888888888889	.	1	1	0.75	0.866666666666667	0.8125	0.954545454545455	.	0.666666666666667	0.833333333333333	0.888888888888889	1	1
chr18	48728	0.894736842105263	1	0.941176470588235	1	0.727272727272727	0.7	0.928571428571429	0.846153846153846	0.727272727272727	0.6875	0.857142857142857	0.947368421052632	0.884615384615385	1	0.857142857142857	1	0.931034482758621	0.8	0.894736842105263	1	0.888888888888889	0.814814814814815	0.928571428571429	0.958333333333333	0.676470588235294	1
chr18	48766	0.6	0.666666666666667	1	1	.	0.916666666666667	.	0.833333333333333	.	0.833333333333333	0.75	1	1	.	1	1	1	0.647058823529412	1	0.923076923076923	.	0.875	.	0.857142857142857	1	0.857142857142857
chr18	48767	0.9375	1	1	0.823529411764706	1	0.888888888888889	0.733333333333333	0.966666666666667	0.888888888888889	0.714285714285714	0.944444444444444	0.8	0.92	0.944444444444444	1	0.846153846153846	0.883720930232558	0.92156862745098	1	0.91304347826087	0.666666666666667	0.863636363636364	0.909090909090909	0.935483870967742	0.727272727272727	0.611111111111111
chr18	48781	1	0.9375	0.857142857142857	0.823529411764706	.	0.75	0.4	0.814814814814815	1	0.727272727272727	0.789473684210526	1	1	1	0.8	1	1	1	0.9375	0.9	1	0.944444444444444	0.947368421052632	1	0.785714285714286	1
chr18	48808	1	0.833333333333333	0.777777777777778	0.538461538461538	.	0.714285714285714	1	0.904761904761905	1	0.714285714285714	1	1	0.777777777777778	1	1	0.888888888888889	1	1	0.9375	0.818181818181818	1	0.928571428571429	1	1	0.666666666666667	.
chr18	48813	1	0.888888888888889	1	0.888888888888889	.	0.857142857142857	.	0.944444444444444	1	0.333333333333333	1	1	0.777777777777778	1	.	1	0.857142857142857	1	0.933333333333333	0.7	1	0.818181818181818	0.875	1	.	.
chr18	48818	0.714285714285714	0.777777777777778	0.75	0.888888888888889	.	1	.	0.9375	0.857142857142857	0.8	1	1	0.888888888888889	1	.	1	1	0.894736842105263	1	0.8	1	1	0.777777777777778	0.833333333333333	.	1
chr18	48821	0.857142857142857	0.857142857142857	1	0.875	.	1	.	1	1	.	1	1	1	0.857142857142857	.	1	1	1	0.75	1	1	0.928571428571429	0.857142857142857	1	.	1
chr18	49506	0.2	.	.	.	.	.	0.833333333333333	0.533333333333333	0.6	0.538461538461538	0.777777777777778	0.75	0.916666666666667	1	0.857142857142857	0.692307692307692	.	0.5625	0.363636363636364	0.56	.	0.363636363636364	1	0.857142857142857	0.75	0.833333333333333
chr18	49509	1	.	.	0.8	.	.	0.833333333333333	0.777777777777778	.	0.7	1	0.9	0.916666666666667	1	0.857142857142857	1	.	1	1	0.736842105263158	.	0.909090909090909	1	1	0.916666666666667	0.833333333333333
chr18	49521	0.4	.	.	0.8	.	.	0.666666666666667	0.777777777777778	.	0.75	0.888888888888889	1	0.666666666666667	0.777777777777778	0.5	1	.	0.823529411764706	1	0.764705882352941	.	0.833333333333333	1	1	0.75	0.75
chr18	49530	0.6	.	.	0.8	.	.	1	0.733333333333333	.	0.833333333333333	1	1	0.923076923076923	0.888888888888889	0.833333333333333	0.888888888888889	.	0.833333333333333	0.7	0.8125	.	1	1	0.909090909090909	0.875	0.75
chr18	49591	.	.	0.6	0	.	.	0	0.5	.	0.75	0.444444444444444	0.588235294117647	0.461538461538462	0	0	0.521739130434783	0.416666666666667	0	0.714285714285714	0.833333333333333	0	0.578947368421053	0	0	0.647058823529412	.
chr18	49608	.	.	1	0.933333333333333	.	.	0.666666666666667	0.8125	.	0.692307692307692	1	1	0.909090909090909	0.909090909090909	1	0.75	1	0.823529411764706	0.9	0.909090909090909	.	0.944444444444444	1	0.8125	1	.
chr18	49609	.	0.545454545454545	1	1	.	.	.	0.909090909090909	.	1	0.8	1	0.916666666666667	1	.	0.833333333333333	1	1	0.947368421052632	0.692307692307692	0.866666666666667	0.75	1	1	.	1
chr18	49610	.	.	0.9	0.75	.	.	0.777777777777778	0.794117647058823	.	0.857142857142857	0.857142857142857	1	0.909090909090909	0.916666666666667	1	0.769230769230769	0.954545454545455	0.944444444444444	1	0.807692307692308	1	1	1	0.823529411764706	0.947368421052632	.
chr18	49615	.	.	0.7	0.9	.	0	0.7	0.705882352941177	0.6	0.625	0.866666666666667	0.962962962962963	0.9	0.916666666666667	0.8	0.928571428571429	1	0.952380952380952	0.791666666666667	0.826086956521739	0.5	0.85	1	0.875	0.95	.
chr18	49616	.	0.777777777777778	0.833333333333333	1	.	.	.	0.777777777777778	.	0.666666666666667	0.8	0.846153846153846	0.583333333333333	1	.	0.384615384615385	1	1	0.555555555555556	0.714285714285714	0.8	0.6875	0.833333333333333	1	.	0.8
chr18	49625	0.833333333333333	.	1	0.954545454545455	.	0.666666666666667	0.727272727272727	0.871794871794872	0.333333333333333	0.941176470588235	0.473684210526316	1	0.923076923076923	1	0.928571428571429	0.90625	0.84375	0.964285714285714	0.416666666666667	0.692307692307692	1	0.227272727272727	1	0.894736842105263	1	.
chr18	49626	.	1	0.875	1	.	.	.	0.7	.	1	0.2	0.944444444444444	1	1	0.833333333333333	0.933333333333333	0.818181818181818	1	0.148148148148148	0.0555555555555556	0.857142857142857	0.0526315789473684	0.857142857142857	0.9375	0.875	1
chr18	49632	0.875	0.666666666666667	0.583333333333333	0.909090909090909	.	0.428571428571429	0.9	0.930232558139535	0.8	0.789473684210526	1	1	1	0.846153846153846	0.9375	1	1	0.966666666666667	0.916666666666667	0.923076923076923	1	0.95	0.888888888888889	0.894736842105263	1	.
chr18	49633	.	1	1	1	.	.	.	0.9	.	1	1	1	0.833333333333333	0.916666666666667	1	0.941176470588235	1	1	0.933333333333333	0.952380952380952	0.857142857142857	0.814814814814815	0.875	0.91304347826087	1	1
chr18	49638	0	0.333333333333333	0.357142857142857	0.172413793103448	.	0.333333333333333	0.3	0.642857142857143	0.833333333333333	0.611111111111111	0.684210526315789	0.611111111111111	0.555555555555556	0.461538461538462	0.1875	0.972972972972973	0.517241379310345	0.354838709677419	0.72	0.923076923076923	1	0.888888888888889	0.111111111111111	0.210526315789474	0.9	.
chr18	49652	0.571428571428571	1	1	0.857142857142857	.	1	0.777777777777778	0.9	0.833333333333333	0.789473684210526	0.882352941176471	0.882352941176471	0.916666666666667	0.928571428571429	0.823529411764706	0.891891891891892	0.96969696969697	1	0.739130434782609	0.95	1	0.769230769230769	1	0.9375	0.75	.
chr18	49653	.	0.5	0.857142857142857	1	1	.	1	0.5	1	0.769230769230769	0.923076923076923	0.882352941176471	0.76	1	1	0.904761904761905	0.842105263157895	0.956521739130435	0.829268292682927	0.769230769230769	0.941176470588235	0.705882352941177	1	0.84375	0.807692307692308	0.777777777777778
chr18	49654	0.5	0.8	1	0.909090909090909	.	1	0.888888888888889	0.926829268292683	0.833333333333333	0.904761904761905	0.933333333333333	0.967741935483871	1	1	0.833333333333333	0.805555555555556	0.96969696969697	1	0.909090909090909	0.95	1	0.833333333333333	1	1	0.857142857142857	.
chr18	49655	.	0.818181818181818	1	0.941176470588235	0.833333333333333	1	0.6	0.714285714285714	0.8	0.846153846153846	0.923076923076923	0.882352941176471	0.875	1	0.8	0.958333333333333	0.842105263157895	1	0.844444444444444	0.857142857142857	1	0.96875	1	0.935483870967742	0.967741935483871	0.777777777777778
chr18	49674	0.857142857142857	.	0.888888888888889	0.870967741935484	.	.	1	0.964285714285714	0.8	0.866666666666667	1	0.96	0.933333333333333	0.875	1	0.952380952380952	1	0.892857142857143	1	0.941176470588235	1	0.833333333333333	0.777777777777778	0.666666666666667	0.8125	.
chr18	49675	1	0.894736842105263	0.933333333333333	1	0.833333333333333	0.888888888888889	1	0.894736842105263	1	0.952380952380952	0.909090909090909	0.928571428571429	0.90625	0.956521739130435	0.625	0.962962962962963	0.923076923076923	1	0.978260869565217	0.853658536585366	1	1	0.826086956521739	0.916666666666667	0.916666666666667	0.72
chr18	49742	0.923076923076923	1	0.75	0.894736842105263	.	0.666666666666667	.	0.620689655172414	0.857142857142857	0.666666666666667	0.909090909090909	0.777777777777778	0.7	0.75	0.636363636363636	0.85	0.875	0.821428571428571	0.6	0.692307692307692	.	0.714285714285714	0.714285714285714	0.625	.	.
chr18	49743	0.857142857142857	0.736842105263158	0.961538461538462	0.625	0.533333333333333	0.631578947368421	0.818181818181818	0.814814814814815	0.6	0.666666666666667	0.842105263157895	0.576923076923077	0.75	0.846153846153846	1	0.806451612903226	0.829268292682927	0.931034482758621	0.714285714285714	0.659090909090909	1	0.7	1	0.863636363636364	0.666666666666667	0.75
chr18	49749	0.8	0.875	0.818181818181818	0.888888888888889	.	0.375	.	0.724137931034483	0.666666666666667	0.666666666666667	1	0.82051282051282	0.75	0.714285714285714	0.642857142857143	0.842105263157895	0.771428571428571	0.703703703703704	0.636363636363636	0.714285714285714	0.8	0.666666666666667	0.857142857142857	0.7	.	.
chr18	49750	0.666666666666667	0.631578947368421	1	0.625	0.384615384615385	0.35	0.727272727272727	0.740740740740741	.	0.526315789473684	0.736842105263158	0.620689655172414	0.772727272727273	0.740740740740741	0.571428571428571	0.529411764705882	0.785714285714286	0.814814814814815	0.636363636363636	0.627906976744186	0.8	0.5	0.818181818181818	0.894736842105263	0.666666666666667	0.8
chr18	49792	0.75	0.714285714285714	0.785714285714286	0.380952380952381	.	0.333333333333333	.	0.258064516129032	0.142857142857143	0.214285714285714	0.636363636363636	0.285714285714286	0.7	.	0.4	0.428571428571429	0.363636363636364	0.5	0.571428571428571	0.428571428571429	0.333333333333333	.	.	0.333333333333333	.	.
chr18	49793	0.333333333333333	0.428571428571429	0.464285714285714	0.65	0.636363636363636	0.375	0.333333333333333	0.382352941176471	.	0.416666666666667	0.384615384615385	0.333333333333333	0.37037037037037	0.304347826086957	0.363636363636364	0.392857142857143	0.552631578947368	0.529411764705882	0.44	0.37037037037037	0.428571428571429	0.476190476190476	0.347826086956522	0.56	0.285714285714286	0.375
chr18	49830	0.727272727272727	0.333333333333333	0.625	0.736842105263158	.	0.428571428571429	.	0.705882352941177	0.333333333333333	0.636363636363636	0.75	0.666666666666667	0.75	0.625	0.333333333333333	1	0.769230769230769	0.7	.	0.285714285714286	0.571428571428571	.	.	0.5	.	.
chr18	49831	.	0.75	0.8	0.571428571428571	0.571428571428571	0.2	0	0.62962962962963	0.5	0.333333333333333	0.625	0.409090909090909	0.428571428571429	0.8	0.727272727272727	0.380952380952381	0.583333333333333	0.9	0.526315789473684	0.454545454545455	0.888888888888889	0.25	0.647058823529412	0.727272727272727	0.4	0.666666666666667
chr18	50036	0.857142857142857	0.923076923076923	0.8	1	.	0.666666666666667	.	1	.	0.7	0.789473684210526	0.909090909090909	0.833333333333333	0.666666666666667	0.8	0.75	0.615384615384615	0.571428571428571	0.875	1	0.857142857142857	0.8	.	0.8	.	.
chr18	50062	0.8	0.875	1	1	.	1	1	1	.	0.714285714285714	1	1	1	0.842105263157895	0.8	0.714285714285714	1	1	1	0.8	.	1	.	1	.	.
chr18	51099	0.115384615384615	0.0888888888888889	0.0344827586206897	0.0597014925373134	0.024390243902439	0.111111111111111	0.0232558139534884	0.0547945205479452	0.0689655172413793	0.0897435897435897	0.0649350649350649	0.126582278481013	0.176470588235294	0.0487804878048781	0	0.10752688172043	0.0425531914893617	0.0222222222222222	0.0909090909090909	0.025	0.294117647058824	0.0526315789473684	0.0909090909090909	0	0	0.08
chr18	51100	0.0384615384615385	0.0357142857142857	0	0.0869565217391304	0.16	0.0434782608695652	0	0.138888888888889	0.0454545454545455	0.0769230769230769	0	0	0	0	0	0	0	0.0857142857142857	0	0.105263157894737	.	0	0	0.0769230769230769	0.142857142857143	0
chr18	73003	0.5	0.857142857142857	0.555555555555556	0.6	0.857142857142857	0.666666666666667	1	0.866666666666667	.	0.5625	0.733333333333333	0.818181818181818	0.833333333333333	.	0.5	0.666666666666667	0.916666666666667	0.75	0.583333333333333	0.846153846153846	0.692307692307692	0.444444444444444	0.727272727272727	0.727272727272727	0.5	0.944444444444444
chr18	73004	0.6	0.6	0.75	1	.	.	0.4	0.75	.	0.285714285714286	1	0.944444444444444	0.75	1	.	0.764705882352941	0.833333333333333	0.80952380952381	0.538461538461538	.	1	0.555555555555556	1	0.769230769230769	0.875	0.583333333333333
chr18	73021	0.538461538461538	0.888888888888889	0.888888888888889	0.695652173913043	0.666666666666667	0.857142857142857	0.888888888888889	0.807692307692308	.	0.588235294117647	0.733333333333333	0.384615384615385	0.727272727272727	0.2	0.428571428571429	0.666666666666667	1	0.875	0.5	0.666666666666667	0.818181818181818	0.777777777777778	0.625	0.846153846153846	0.466666666666667	1
chr18	73022	0.6	1	0.777777777777778	0.75	.	0.833333333333333	0.4	0.681818181818182	.	0.5	0.857142857142857	0.722222222222222	0.727272727272727	0.6	.	0.823529411764706	1	0.947368421052632	0.769230769230769	0.8	1	0.666666666666667	0.8	0.916666666666667	0.833333333333333	0.888888888888889
chr18	73037	0.615384615384615	0.916666666666667	0.75	0.8	0.666666666666667	0.875	0.769230769230769	0.851851851851852	0.8	0.888888888888889	0.611111111111111	0.583333333333333	0.909090909090909	0.833333333333333	0.5	0.833333333333333	0.684210526315789	0.722222222222222	0.380952380952381	0.692307692307692	0.909090909090909	0.916666666666667	0.888888888888889	0.846153846153846	0.866666666666667	0.80952380952381
chr18	73038	0.8	1	1	0.818181818181818	.	.	0.5	0.958333333333333	.	0.4	0.846153846153846	0.75	0.818181818181818	0.4	.	0.928571428571429	0.705882352941177	0.923076923076923	0.357142857142857	0.8	0.714285714285714	0.444444444444444	0.666666666666667	0.727272727272727	0.222222222222222	0.666666666666667
chr18	73063	0.875	0.9	0.714285714285714	0.619047619047619	.	0.8	0.375	0.777777777777778	.	0.739130434782609	0.727272727272727	0.235294117647059	0.8	0.857142857142857	0.727272727272727	0.625	0.75	0.705882352941177	0.6	0.75	0.916666666666667	0.818181818181818	0.933333333333333	0.571428571428571	0.8	1
chr18	73064	0.857142857142857	.	0.857142857142857	1	.	.	.	0.941176470588235	.	0.8	0.833333333333333	0.80952380952381	1	0.857142857142857	.	0.875	0.666666666666667	0.833333333333333	0.6875	0.8	1	0.857142857142857	0.461538461538462	0.818181818181818	0.6	1
chr18	73067	0.857142857142857	1	0.714285714285714	0.857142857142857	.	.	0.285714285714286	0.814814814814815	.	0.88	0.95	0.45	0.8	0.625	0.454545454545455	0.833333333333333	0.894736842105263	0.823529411764706	0.842105263157895	0.833333333333333	1	0.833333333333333	1	0.857142857142857	0.333333333333333	0.857142857142857
chr18	73068	0.857142857142857	1	1	0.777777777777778	.	.	.	0.888888888888889	.	1	0.909090909090909	0.666666666666667	1	0.6	.	0.888888888888889	0.833333333333333	0.909090909090909	0.666666666666667	1	1	1	0.833333333333333	0.416666666666667	0.8	1
chr18	73070	0.888888888888889	1	1	0.652173913043478	.	.	0.285714285714286	0.888888888888889	.	0.863636363636364	0.863636363636364	0.7	0.833333333333333	0.75	0.6	0.833333333333333	0.65	0.75	0.842105263157895	1	1	1	0.666666666666667	1	0.6	0.875
chr18	73071	0.9	1	1	0.75	.	1	.	0.9	.	0.666666666666667	0.714285714285714	0.736842105263158	1	0.833333333333333	.	0.818181818181818	1	0.833333333333333	0.789473684210526	0.5	0.833333333333333	0.777777777777778	0.916666666666667	0.75	1	1
chr18	73073	0.8	1	1	0.833333333333333	.	.	0.285714285714286	0.777777777777778	.	0.96	0.619047619047619	0.555555555555556	0.818181818181818	0.625	0.5	0.833333333333333	0.857142857142857	0.692307692307692	0.727272727272727	0.8	1	1	0.615384615384615	0.571428571428571	.	1
chr18	73074	0.888888888888889	1	0.75	0.909090909090909	.	0.8	.	0.75	.	0.666666666666667	0.666666666666667	0.842105263157895	1	0.666666666666667	.	0.666666666666667	0.833333333333333	1	0.736842105263158	0.333333333333333	0.875	0.9	0.636363636363636	0.611111111111111	1	0.5
chr18	73079	0.857142857142857	0.909090909090909	1	0.842105263157895	.	.	0.428571428571429	0.92	.	0.75	0.91304347826087	0.588235294117647	0.727272727272727	0.875	1	0.8	0.666666666666667	0.714285714285714	0.8	0.727272727272727	0.909090909090909	0.777777777777778	0.75	0.777777777777778	0.428571428571429	1
chr18	73080	0.777777777777778	1	0.571428571428571	1	.	0.8	0.5	0.882352941176471	.	0.625	0.857142857142857	0.769230769230769	0.909090909090909	0.875	.	0.888888888888889	1	0.8	0.8	.	0.888888888888889	1	0.666666666666667	0.8	0.666666666666667	1
chr18	73081	0.857142857142857	0.636363636363636	1	0.833333333333333	.	.	0.428571428571429	0.875	.	0.904761904761905	0.772727272727273	0.473684210526316	0.818181818181818	.	0.857142857142857	0.8	0.684210526315789	0.642857142857143	0.666666666666667	0.75	0.833333333333333	0.888888888888889	0.909090909090909	1	.	0.833333333333333
chr18	73082	0.888888888888889	1	0.833333333333333	1	.	0.4	0.5	0.9375	.	0.75	0.714285714285714	0.857142857142857	0.909090909090909	0.625	.	0.888888888888889	0.714285714285714	0.933333333333333	0.619047619047619	.	0.9	0.727272727272727	0.833333333333333	0.636363636363636	0.5	1
chr18	73098	0.8	0.833333333333333	0.7	0.5	.	.	0.333333333333333	0.555555555555556	.	0.684210526315789	0.76	0.333333333333333	0.7	0.555555555555556	0.777777777777778	0.5	0.619047619047619	0.222222222222222	0.684210526315789	0.6875	0.933333333333333	0.6	0.714285714285714	0.818181818181818	0.5	0.666666666666667
chr18	73099	0.363636363636364	0.5	0.666666666666667	0.555555555555556	.	0.428571428571429	0.333333333333333	0.684210526315789	.	0.428571428571429	0.578947368421053	0.266666666666667	0.933333333333333	0.4	.	0.642857142857143	0.75	0.952380952380952	0.52	0.8	0.923076923076923	0.882352941176471	0.5	0.535714285714286	1	0.625
chr18	73117	1	0.9	0.928571428571429	0.714285714285714	.	0.666666666666667	.	0.785714285714286	0.666666666666667	0.571428571428571	0.846153846153846	0.666666666666667	1	0.9	0.9	0.571428571428571	0.974358974358974	0.285714285714286	0.608695652173913	0.6875	0.714285714285714	0.846153846153846	0.866666666666667	0.823529411764706	1	0.625
chr18	73118	0.583333333333333	1	1	0.875	.	0.8	0.75	0.75	0.857142857142857	0.625	0.869565217391304	0.8125	0.857142857142857	0.333333333333333	0.8	0.8	0.916666666666667	0.941176470588235	0.666666666666667	0.857142857142857	0.928571428571429	1	0.866666666666667	0.964285714285714	0.76	.
chr18	73147	0.714285714285714	0.777777777777778	0.642857142857143	0.5	0.444444444444444	0.583333333333333	0.5	0.517241379310345	.	0.48	0.533333333333333	0.653846153846154	0.923076923076923	0.428571428571429	0.555555555555556	0.545454545454545	0.682926829268293	0.533333333333333	0.461538461538462	0.785714285714286	0.517241379310345	0.470588235294118	0.368421052631579	0.466666666666667	0.529411764705882	0.522727272727273
chr18	73148	0.375	0.333333333333333	0.7	0.533333333333333	.	0.4	0.5	0.527777777777778	0.555555555555556	0.142857142857143	0.75	0.423076923076923	0.4	0.5	0.75	0.594594594594595	0.761904761904762	0.634146341463415	0.611111111111111	0.666666666666667	0.5	0.409090909090909	0.44	0.34375	0.727272727272727	0.72
chr18	73153	0.833333333333333	0.888888888888889	1	0.882352941176471	0.857142857142857	0.692307692307692	0.7	0.896551724137931	.	0.92	0.916666666666667	0.793103448275862	0.958333333333333	1	0.909090909090909	1	0.904761904761905	0.9375	0.789473684210526	0.851851851851852	0.896551724137931	0.935483870967742	0.888888888888889	0.758620689655172	0.956521739130435	0.6
chr18	73154	1	1	1	1	.	1	0.7	1	0.888888888888889	1	0.827586206896552	0.75	0.861111111111111	0.96	0.933333333333333	0.925	1	0.894736842105263	1	0.909090909090909	1	0.904761904761905	0.863636363636364	0.931034482758621	0.828571428571429	0.916666666666667
chr18	73159	0.888888888888889	0.666666666666667	0.941176470588235	0.736842105263158	0.888888888888889	0.928571428571429	0.7	0.96551724137931	.	0.892857142857143	0.827586206896552	0.862068965517241	0.961538461538462	1	0.777777777777778	0.857142857142857	0.978260869565217	0.75	0.866666666666667	0.88	0.892857142857143	0.727272727272727	0.944444444444444	0.870967741935484	0.814814814814815	0.638297872340426
chr18	73160	0.875	0.647058823529412	1	1	.	0.9	0.9	0.930232558139535	0.888888888888889	0.714285714285714	0.933333333333333	0.807692307692308	0.857142857142857	1	0.647058823529412	0.875	0.758620689655172	0.972972972972973	0.952380952380952	0.9	0.866666666666667	0.75	0.833333333333333	0.862068965517241	0.882352941176471	0.92
